,Name,Platform,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Game_Age
5890,Stranglehold,PS3,Shooter,Midway Games,0.3,77.0,22.0,7.9,48.0,Midway,M,9.0
5891,Pride FC: Fighting Championships,PS2,Fighting,THQ,0.3,73.0,19.0,8.6,7.0,Anchor,M,13.0
5892,Eternal Ring,PS2,Role-Playing,Ubisoft,0.3,62.0,13.0,5.3,9.0,From Software,T,16.0
5895,Resident Evil Archives: Resident Evil,Wii,Action,Capcom,0.3,76.0,11.0,8.9,41.0,Capcom,M,8.0
5896,Dynasty Warriors 6,X360,Action,Tecmo Koei,0.3,60.0,42.0,7.4,22.0,Omega Force,T,9.0
5897,Silent Hill: Shattered Memories,PSP,Action,Konami Digital Entertainment,0.3,73.0,28.0,7.5,43.0,"Climax Group, Climax Studios",M,6.0
5901,Dance Dance Revolution Universe 3,X360,Simulation,Konami Digital Entertainment,0.3,65.0,6.0,7.7,7.0,Konami,E,8.0
5902,Showdown: Legends of Wrestling,PS2,Fighting,Acclaim Entertainment,0.3,55.0,24.0,6.1,7.0,Acclaim,T,12.0
5903,Sword Art Online: Hollow Fragment,PSV,Role-Playing,Namco Bandai Games,0.3,67.0,28.0,7.6,131.0,Bandai Namco Games,T,2.0
5906,Full Spectrum Warrior,PS2,Strategy,THQ,0.3,74.0,24.0,8,13.0,Pandemic Studios,M,11.0
5908,The Sims 2: Pets,PS2,Simulation,Electronic Arts,0.3,68.0,27.0,8,25.0,Maxis,T,10.0
5918,Fist of the North Star: Ken's Rage 2,PS3,Fighting,Tecmo Koei,0.3,49.0,19.0,7,19.0,"Koei, Omega Force",M,4.0
5920,MLB SlugFest Loaded,PS2,Sports,Midway Games,0.3,77.0,30.0,9.5,4.0,Point of View,T,12.0
5923,Teenage Mutant Ninja Turtles,XB,Action,Konami Digital Entertainment,0.3,56.0,22.0,8.4,9.0,Konami,E,13.0
5924,Capcom Classics Collection Remixed,PSP,Misc,Capcom,0.3,72.0,37.0,7,5.0,Digital Eclipse,T,10.0
5925,1701 A.D.,PC,Simulation,Deep Silver,0.3,79.0,30.0,8.3,38.0,Related Designs,E10+,10.0
5926,Lego Star Wars: The Force Awakens,XOne,Action,Warner Bros. Interactive Entertainment,0.3,76.0,11.0,7,18.0,TT Games,E10+,0.0
5927,Little Deviants,PSV,Platform,Sony Computer Entertainment,0.3,57.0,62.0,5.5,53.0,Bigbig Studios,E10+,5.0
5928,Spider-Man 3,PSP,Platform,Activision,0.3,52.0,7.0,7.4,9.0,Treyarch,T,9.0
5933,Radiant Historia,DS,Role-Playing,Atlus,0.29,85.0,30.0,9,81.0,Atlus,E10+,6.0
5934,Sorcery,PS3,Action,Sony Computer Entertainment,0.29,70.0,52.0,7.3,57.0,The Workshop,E10+,4.0
5937,Harry Potter and the Order of the Phoenix,X360,Action,Electronic Arts,0.29,68.0,38.0,6.8,20.0,EA Games,E10+,9.0
5938,Grandia II,PS2,Role-Playing,Ubisoft,0.29,71.0,19.0,8.6,31.0,Game Arts,T,14.0
5939,Shaun White Snowboarding: World Stage,Wii,Sports,Ubisoft,0.29,72.0,33.0,8.7,30.0,Ubisoft,E,7.0
5940,Spider-Man: Friend or Foe,X360,Action,Activision,0.29,60.0,51.0,6.3,26.0,Next Level Games,E10+,9.0
5941,Guitar Hero: Van Halen,X360,Misc,Activision,0.29,57.0,34.0,5.8,17.0,"Neversoft Entertainment, Underground Development",T,7.0
5943,Batman: The Brave and the Bold the Videogame,DS,Action,Warner Bros. Interactive Entertainment,0.29,74.0,14.0,8,8.0,WayForward,E10+,6.0
5944,The Sims 2,PC,Simulation,Electronic Arts,0.29,90.0,61.0,8.8,676.0,Maxis,T,12.0
5946,Need for Speed Underground,GBA,Racing,Electronic Arts,0.29,77.0,9.0,8.2,25.0,Pocketeers,E,13.0
5947,Def Jam Rapstar,X360,Misc,Konami Digital Entertainment,0.29,74.0,36.0,5.4,9.0,"Terminal Reality, 4mm Games",T,6.0
5950,Outlaw Golf,XB,Sports,TDK Mediactive,0.29,72.0,23.0,6.9,9.0,Simon & Schuster,T,14.0
5952,MySims SkyHeroes,Wii,Action,Electronic Arts,0.29,67.0,9.0,5.2,5.0,Electronic Arts,E10+,6.0
5953,Mini Ninjas,X360,Action,Eidos Interactive,0.29,73.0,44.0,8.4,38.0,Io Interactive,E10+,7.0
5959,NBA Street V3,GC,Sports,Electronic Arts,0.29,88.0,36.0,8.4,16.0,EA Canada,E,11.0
5961,WinBack: Covert Operations,PS2,Shooter,Midas Interactive Entertainment,0.29,66.0,11.0,7.7,20.0,Omega Force,T,16.0
5963,Syphon Filter: Dark Mirror,PSP,Shooter,Sony Computer Entertainment,0.29,87.0,58.0,9,118.0,Sony Bend,M,10.0
5966,Glory of Heracles,DS,Role-Playing,Nintendo,0.29,69.0,23.0,7.3,18.0,Paon Corporation,E10+,8.0
5968,Up,X360,Action,THQ,0.29,61.0,18.0,6.8,6.0,Heavy Iron Studios,E10+,7.0
5969,Modnation Racers: Road Trip,PSV,Racing,Sony Computer Entertainment,0.29,62.0,51.0,6.4,69.0,SCEA,E,4.0
5970,NBA Live 06,X360,Sports,Electronic Arts,0.29,64.0,35.0,5.6,16.0,EA Canada,E,11.0
5971,ExerBeat,Wii,Sports,Namco Bandai Games,0.29,60.0,9.0,7.6,5.0,Namco Bandai Games,E,6.0
5973,Need for Speed: Most Wanted,PC,Racing,Electronic Arts,0.29,82.0,19.0,8.5,525.0,Black Box,T,11.0
5977,Front Mission Evolved,PS3,Shooter,Square Enix,0.29,58.0,42.0,6,30.0,Double Helix Games,T,6.0
5978,Ultimate Marvel vs. Capcom 3,PSV,Fighting,Capcom,0.29,80.0,48.0,7.7,93.0,Capcom,T,5.0
5979,Little King's Story,Wii,Strategy,Rising Star Games,0.29,87.0,50.0,8.8,86.0,Cing,T,7.0
5982,Dynasty Warriors: Strikeforce,PS3,Action,Tecmo Koei,0.29,64.0,27.0,7.3,15.0,Omega Force,T,7.0
5986,NieR,X360,Role-Playing,Square Enix,0.29,67.0,60.0,8.3,126.0,Cavia Inc.,M,6.0
5987,Zoo Tycoon 2 DS,DS,Strategy,THQ,0.29,60.0,17.0,5.4,7.0,Altron,E,8.0
5988,Area 51,XB,Shooter,Midway Games,0.29,72.0,43.0,8.1,16.0,Midway Studios - Austin,M,11.0
5989,Deadpool,PS4,Action,Activision,0.29,60.0,11.0,5.7,68.0,High Moon Studios,M,1.0
5990,UEFA Euro 2016,PS4,Sports,Konami Digital Entertainment,0.29,72.0,7.0,6.6,8.0,Konami,E,0.0
5993,Wanted: Weapons of Fate,PS3,Shooter,Warner Bros. Interactive Entertainment,0.29,61.0,56.0,7.1,25.0,GRIN,M,7.0
5994,Mega Man X8,PS2,Platform,Capcom,0.29,68.0,23.0,8.5,63.0,"Valuewave Co.,Ltd.",E,12.0
5995,The Chronicles of Riddick: Assault on Dark Athena,X360,Shooter,Atari,0.29,82.0,67.0,8.2,73.0,Starbreeze,M,7.0
5996,Ford Mustang: The Legend Lives,PS2,Racing,Take-Two Interactive,0.29,58.0,5.0,7.3,8.0,Eutechnyx,E,11.0
5999,FlatOut: Head On,PSP,Racing,Empire Interactive,0.29,74.0,28.0,8.2,21.0,Bugbear,T,8.0
6010,Duel Masters: Sempai Legends,GBA,Misc,Atari,0.29,69.0,19.0,8,5.0,Mistic Software,E,13.0
6013,Harvest Moon: Magical Melody,Wii,Simulation,Rising Star Games,0.29,69.0,14.0,8.8,17.0,Marvelous Entertainment,E,8.0
6015,Heroes of the Pacific,PS2,Simulation,Codemasters,0.29,76.0,31.0,8.4,15.0,IR Gurus,T,11.0
6016,Prince of Persia: Rival Swords,Wii,Action,Ubisoft,0.29,70.0,30.0,7.7,21.0,Ubisoft Montreal,T,9.0
6017,The Lord of the Rings: The Third Age,GC,Role-Playing,Electronic Arts,0.29,74.0,25.0,7.8,19.0,EA Games,T,12.0
6018,Trace Memory,DS,Adventure,Nintendo,0.29,70.0,51.0,8.1,42.0,Cing,T,11.0
6019,X-Men Legends II: Rise of Apocalypse,PSP,Role-Playing,Activision,0.29,84.0,30.0,8.2,43.0,Vicarious Visions,T,11.0
6023,Borderlands: The Pre-Sequel,PC,Shooter,Take-Two Interactive,0.29,75.0,55.0,6.2,703.0,2K Australia,M,2.0
6024,Madden NFL 08,XB,Sports,Electronic Arts,0.29,76.0,6.0,6,4.0,EA Tiburon,E,9.0
6026,Trauma Center: New Blood,Wii,Simulation,Nintendo,0.29,77.0,43.0,8,20.0,Atlus,T,9.0
6027,Starhawk,PS3,Action,Sony Computer Entertainment,0.29,77.0,71.0,7.8,188.0,LightBox Interactive,T,4.0
6028,Pirates of the Caribbean,XB,Role-Playing,Ubisoft,0.29,65.0,30.0,7.4,27.0,Akella,T,13.0
6029,FIFA Soccer 13,3DS,Action,Electronic Arts,0.29,68.0,4.0,3.7,16.0,Electronic Arts,E,4.0
6030,Ace Combat: Joint Assault,PSP,Simulation,Namco Bandai Games,0.29,71.0,30.0,7.2,12.0,Project Aces,T,6.0
6033,The BIGS 2,Wii,Sports,Take-Two Interactive,0.29,68.0,5.0,8.5,6.0,Blue Castle Games,E10+,7.0
6035,Turning Point: Fall of Liberty,X360,Shooter,Codemasters,0.29,43.0,44.0,6.8,87.0,Spark Unlimited,T,8.0
6038,Sonic Boom: Shattered Crystal,3DS,Action,Sega,0.29,47.0,21.0,6.3,160.0,Sanzaru Games,E,2.0
6039,Shrek Super Party,PS2,Misc,TDK Mediactive,0.29,30.0,4.0,5.1,17.0,Mass Media,E,14.0
6040,MLB Power Pros,Wii,Sports,Konami Digital Entertainment,0.29,83.0,12.0,8.4,45.0,Konami,E,9.0
6043,"Sakura Wars: So Long, My Love",PS2,Role-Playing,Sega,0.29,81.0,15.0,7.3,26.0,RED Entertainment,T,11.0
6044,Dynasty Tactics,PS2,Strategy,Tecmo Koei,0.29,79.0,14.0,8.1,31.0,Koei,T,14.0
6045,Call of Juarez: The Cartel,PS3,Shooter,Ubisoft,0.29,45.0,42.0,5.5,74.0,Techland,M,5.0
6048,Angry Birds Star Wars,PS3,Strategy,Activision,0.29,49.0,6.0,3.6,23.0,Exient Entertainment,E,3.0
6049,Metal Gear Solid V: Ground Zeroes,XOne,Action,Konami Digital Entertainment,0.29,76.0,13.0,5.4,348.0,Kojima Productions,M,2.0
6050,SimCity 4,PC,Simulation,Electronic Arts,0.29,84.0,36.0,8.7,268.0,Maxis,E,13.0
6052,Puzzle Quest: Challenge of the Warlords,Wii,Puzzle,D3Publisher,0.29,71.0,17.0,6.2,5.0,Vicious Cycle,E10+,9.0
6057,Disgaea 5: Alliance of Vengeance,PS4,Role-Playing,Nippon Ichi Software,0.29,80.0,43.0,8.1,173.0,Nippon Ichi Software,T,1.0
6060,Sengoku Basara: Samurai Heroes,Wii,Action,Capcom,0.29,65.0,18.0,8.8,13.0,Capcom,T,6.0
6061,Rayman 3: Hoodlum Havoc,PS2,Platform,Ubisoft,0.29,76.0,21.0,8.6,38.0,Ubisoft,E,13.0
6063,Warriors Orochi 2,PSP,Action,Tecmo Koei,0.29,56.0,14.0,7.5,4.0,Omega Force,T,8.0
6064,Feel the Magic XY/XX,DS,Puzzle,Sega,0.29,75.0,55.0,8.1,18.0,Sonic Team,T,12.0
6065,Psi-Ops: The Mindgate Conspiracy,PS2,Shooter,Midway Games,0.29,84.0,46.0,8.9,27.0,Midway,M,12.0
6073,Dead Rising: Chop Till You Drop,Wii,Action,Capcom,0.29,61.0,30.0,6.5,35.0,TOSE,M,7.0
6075,Spyro: A Hero's Tail,GC,Platform,Vivendi Games,0.29,62.0,13.0,8.3,10.0,Eurocom Entertainment Software,E,12.0
6076,NASCAR 08,X360,Racing,Electronic Arts,0.29,59.0,29.0,5.2,30.0,EA Tiburon,E,9.0
6078,World of Tanks,PC,Shooter,Wargaming.net,0.29,80.0,38.0,3.7,1466.0,Wargaming.net,T,5.0
6079,Links 2004,XB,Sports,Microsoft Game Studios,0.29,80.0,41.0,9,9.0,Indie Built,E,13.0
6081,Majin and the Forsaken Kingdom,PS3,Adventure,Namco Bandai Games,0.29,72.0,49.0,7.9,35.0,Game Republic,T,6.0
6082,Assassin's Creed IV: Black Flag,WiiU,Action,Ubisoft,0.29,86.0,5.0,7.7,207.0,Ubisoft,M,3.0
6083,Earthworm Jim,GBA,Platform,Interplay,0.29,72.0,10.0,5.7,6.0,Game Titan,E,15.0
6084,Tales of Phantasia,GBA,Role-Playing,Nintendo,0.29,76.0,29.0,8.1,24.0,Namco,E10+,13.0
6087,Monster 4x4: Masters of Metal,PS2,Racing,Ubisoft,0.28,48.0,9.0,8.3,13.0,Ubisoft,E,13.0
6093,Dragon Ball GT: Transformation,GBA,Action,Atari,0.28,69.0,12.0,8.2,26.0,Webfoot Technologies,E10+,11.0
6098,FIFA 15,PC,Sports,Electronic Arts,0.28,82.0,9.0,4.2,383.0,EA Sports,E,2.0
6099,The Warriors,XB,Action,Take-Two Interactive,0.28,85.0,55.0,8.2,21.0,Rockstar Toronto,M,11.0
6100,Shadow Hearts,PS2,Role-Playing,Midway Games,0.28,73.0,24.0,8.8,55.0,Sacnoth,M,15.0
6101,Dragon Ball Z: Budokai Tenkaichi 2,Wii,Fighting,Atari,0.28,72.0,37.0,8.5,40.0,Spike,T,10.0
6103,Street Hoops,XB,Sports,Activision,0.28,58.0,22.0,8,4.0,Black Ops Entertainment,T,14.0
6106,R: Racing Evolution,PS2,Racing,Namco Bandai Games,0.28,66.0,35.0,6.2,5.0,Namco,T,13.0
6109,The Golden Compass,PS3,Action,Sega,0.28,40.0,17.0,4.8,16.0,Shiny Entertainment,E10+,9.0
6110,ATV Quad Power Racing 2,GC,Racing,Acclaim Entertainment,0.28,70.0,18.0,9,4.0,Climax Group,E,13.0
6112,Hatsune Miku: Project Diva f,PS3,Misc,Sega,0.28,73.0,10.0,8.4,108.0,Sega,T,3.0
6115,Marvel Nemesis: Rise of the Imperfects,XB,Fighting,Electronic Arts,0.28,58.0,34.0,7.5,20.0,"EA Canada, Nihilistic",T,11.0
6118,Final Fantasy VI Advance,GBA,Role-Playing,Nintendo,0.28,92.0,25.0,8.4,190.0,TOSE,E10+,10.0
6119,LEGO The Lord of the Rings,PSV,Action,Warner Bros. Interactive Entertainment,0.28,54.0,8.0,5.6,35.0,TT Games,E10+,4.0
6122,Viewtiful Joe,PS2,Action,Capcom,0.28,90.0,34.0,8.5,35.0,Clover Studio,T,12.0
6124,DeathSmiles,X360,Shooter,Rising Star Games,0.28,76.0,29.0,8.4,47.0,Cave,T,7.0
6126,Fable: The Journey,X360,Role-Playing,Microsoft Game Studios,0.28,61.0,70.0,4.8,80.0,Lionhead Studios,T,4.0
6130,Bladestorm: The Hundred Years' War,PS3,Action,Tecmo Koei,0.28,58.0,23.0,7.9,28.0,Omega Force,T,9.0
6131,SAW,X360,Action,Konami Digital Entertainment,0.28,59.0,39.0,7.4,50.0,Zombie Studios,M,7.0
6132,Chromehounds,X360,Simulation,Sega,0.28,71.0,60.0,7,72.0,From Software,T,10.0
6133,Harry Potter and the Sorcerer's Stone,PS2,Action,Electronic Arts,0.28,56.0,14.0,7.6,21.0,Warthog,E,13.0
6135,Kung Fu Chaos,XB,Fighting,Microsoft Game Studios,0.28,68.0,41.0,8.5,27.0,Just Add Monsters,T,13.0
6138,Shrek the Third,Wii,Action,Activision,0.28,57.0,28.0,6.7,7.0,Amaze Entertainment,E10+,9.0
6143,Jackass the Game,PS2,Action,Empire Interactive,0.28,58.0,24.0,6.6,14.0,Sidhe Interactive,M,9.0
6145,Pirates of the Caribbean: Dead Man's Chest,PSP,Adventure,Disney Interactive Studios,0.28,52.0,34.0,8,17.0,Griptonite Games,T,10.0
6150,Operation Flashpoint: Red River,X360,Shooter,Codemasters,0.28,69.0,64.0,6.1,29.0,Codemasters,M,5.0
6151,Transformers: Dark of the Moon,X360,Action,Activision,0.28,59.0,53.0,6.7,30.0,High Moon Studios,T,5.0
6153,Surf's Up,DS,Sports,Ubisoft,0.28,56.0,5.0,7,4.0,Ubisoft Quebec,E,9.0
6154,Assassin's Creed II: Discovery,DS,Action,Ubisoft,0.28,69.0,20.0,7.3,22.0,Griptonite Games,T,7.0
6155,Syphon Filter: Dark Mirror,PS2,Shooter,Sony Computer Entertainment,0.28,70.0,24.0,7.8,12.0,Sony Bend,T,9.0
6157,Mission: Impossible - Operation Surma,PS2,Platform,Atari,0.28,64.0,30.0,7.8,10.0,Paradigm Entertainment,T,13.0
6159,MLB 07: The Show,PSP,Sports,Sony Computer Entertainment,0.28,82.0,12.0,7.2,10.0,SCEA San Diego Studios,E,9.0
6162,Driver: Parallel Lines,PS2,Racing,Atari,0.28,69.0,41.0,6.9,74.0,Reflections Interactive,M,10.0
6166,Mega Man ZX,DS,Platform,Capcom,0.28,76.0,37.0,8.3,32.0,Inti Creates,E,10.0
6167,Backyard Wrestling 2: There Goes the Neighborhood,PS2,Fighting,Eidos Interactive,0.28,46.0,23.0,4.7,10.0,Paradox Development,M,12.0
6169,Guitar Hero: Van Halen,Wii,Misc,Activision,0.28,50.0,12.0,5.2,6.0,Neversoft Entertainment,T,7.0
6170,Dead or Alive,PS,Fighting,Sony Computer Entertainment,0.28,84.0,10.0,8.6,18.0,Team Ninja,T,18.0
6171,Dead to Rights: Retribution,PS3,Shooter,Namco Bandai Games,0.28,60.0,44.0,5.9,27.0,Volatile Games,M,6.0
6172,Wild ARMs 5,PS2,Role-Playing,505 Games,0.28,71.0,26.0,7.5,22.0,Media Vision,T,10.0
6174,NFL Blitz 20-02,PS2,Sports,Midway Games,0.28,76.0,22.0,8.9,15.0,Midway,E,14.0
6176,El Shaddai: Ascension of the Metatron,PS3,Action,Ignition Entertainment,0.28,78.0,46.0,7.5,40.0,Ignition Entertainment,T,5.0
6177,Tony Hawk: Shred,PS3,Sports,Activision,0.28,56.0,5.0,6.7,6.0,Robomodo,E,6.0
6180,NCAA March Madness 2005,XB,Sports,Electronic Arts,0.28,80.0,18.0,7.8,4.0,EA Canada,E,12.0
6186,Kenka Bancho: Badass Rumble,PSP,Action,Spike,0.28,70.0,21.0,7.5,6.0,Bullets,T,8.0
6191,Silent Hill 2: Restless Dreams,XB,Action,Konami Digital Entertainment,0.28,84.0,23.0,8.3,39.0,KCET,M,15.0
6193,NES Remix,WiiU,Action,Nintendo,0.28,71.0,34.0,7.1,133.0,Indies Zero,E,2.0
6196,Bass Strike,PS2,Sports,THQ,0.28,57.0,11.0,5.8,4.0,THQ,E,15.0
6197,NHL Hitz 20-03,PS2,Sports,Midway Games,0.28,82.0,19.0,8.4,11.0,Midway,E,14.0
6198,Bionic Commando,X360,Platform,Capcom,0.28,70.0,65.0,7.3,87.0,GRIN,M,7.0
6199,Monopoly Streets,X360,Misc,Electronic Arts,0.28,66.0,18.0,6.6,16.0,Electronic Arts,E,6.0
6201,Trivial Pursuit,PS3,Misc,Electronic Arts,0.28,66.0,13.0,7.1,7.0,EA Bright Light,E,7.0
6202,Medieval Moves: Deadmund's Quest,PS3,Action,Sony Computer Entertainment,0.28,61.0,41.0,6.5,17.0,Zindagi Games,E10+,5.0
6206,Mister Mosquito,PS2,Shooter,Eidos Interactive,0.28,65.0,23.0,4.9,11.0,Zoom,T,15.0
6210,Rugby World Cup 2011,X360,Sports,505 Games,0.28,55.0,14.0,3.9,13.0,HB Studios Multimedia,E,5.0
6216,Virtua Fighter 5 Online,X360,Fighting,Sega,0.28,89.0,36.0,7.6,62.0,Sega AM2,T,9.0
6217,Indiana Jones and the Staff of Kings,PS2,Action,Activision,0.28,55.0,4.0,7.5,13.0,LucasArts,T,7.0
6218,Angry Birds Star Wars,X360,Strategy,Activision,0.28,59.0,3.0,5.6,25.0,Exient Entertainment,E,3.0
6225,Dave Mirra Freestyle BMX 2,GC,Sports,Acclaim Entertainment,0.28,78.0,15.0,7.7,10.0,"Z-Axis, Ltd.",T,15.0
6226,One Piece: Unlimited World Red,PS3,Action,Namco Bandai Games,0.28,71.0,28.0,7.3,46.0,Ganbarion,T,2.0
6230,True Crime: New York City,XB,Action,Activision,0.28,60.0,43.0,7.8,17.0,Exakt,M,11.0
6231,Summer Heat Beach Volleyball,PS2,Sports,Acclaim Entertainment,0.28,65.0,21.0,7.7,19.0,Acclaim Studios Cheltenham,T,13.0
6233,Avatar: The Last Airbender,Wii,Adventure,THQ,0.28,56.0,15.0,5.8,8.0,AWE Games,E10+,10.0
6235,Castlevania: Aria of Sorrow,GBA,Platform,Konami Digital Entertainment,0.28,91.0,29.0,9.1,127.0,KCET,T,13.0
6236,Myst III: Exile,PS2,Adventure,Ubisoft,0.28,57.0,9.0,7,4.0,Presto Studios,E,14.0
6237,Shin Megami Tensei: Strange Journey,DS,Role-Playing,Atlus,0.28,80.0,26.0,8.7,69.0,Atlus,M,7.0
6240,Army of Two: The Devil's Cartel,PS3,Shooter,Electronic Arts,0.28,58.0,27.0,6.7,100.0,Visceral Games,M,3.0
6245,Patapon 3,PSP,Misc,Sony Computer Entertainment,0.27,74.0,41.0,7.2,35.0,SCE Japan Studio,E,5.0
6246,Ice Age: Dawn of the Dinosaurs,Wii,Action,Activision,0.27,75.0,12.0,8.3,6.0,Activision,E10+,7.0
6252,Tao Feng: Fist of the Lotus,XB,Fighting,Microsoft Game Studios,0.27,65.0,32.0,6.5,8.0,Studio Gigante,M,13.0
6253,Guitar Hero: Van Halen,PS3,Misc,Activision,0.27,59.0,33.0,4.7,9.0,Neversoft Entertainment,T,7.0
6255,Dragon Ball Z: Budokai 2,GC,Fighting,Atari,0.27,66.0,9.0,5.8,12.0,Pyramid,T,12.0
6257,Over the Hedge,DS,Platform,Activision,0.27,71.0,17.0,6.4,9.0,Vicarious Visions,E,10.0
6262,Siren: Blood Curse,PS3,Action,Sony Computer Entertainment,0.27,78.0,42.0,8.1,87.0,SCE Japan Studio,M,8.0
6266,NHL Hitz 20-02,XB,Sports,Midway Games,0.27,79.0,20.0,8.7,11.0,Black Box,E,15.0
6268,GRID 2,X360,Racing,Codemasters,0.27,78.0,51.0,5.8,156.0,Codemasters,E,3.0
6270,Evil Dead: Hail to the King,PS,Adventure,THQ,0.27,51.0,8.0,6,7.0,Heavy Iron Studios,M,16.0
6271,Need for Speed: The Run,Wii,Action,Electronic Arts,0.27,64.0,6.0,3.6,21.0,Firebrand Games,E10+,5.0
6275,Dave Mirra Freestyle BMX: Maximum Remix,PS,Sports,Acclaim Entertainment,0.27,67.0,11.0,8.1,7.0,"Z-Axis, Ltd.",E,15.0
6276,The Evil Within,PC,Action,Bethesda Softworks,0.27,68.0,18.0,5.9,721.0,Tango Gameworks,M,2.0
6278,Rock Revolution,X360,Misc,Konami Digital Entertainment,0.27,38.0,28.0,5.1,17.0,"Zoe Mode, HB Studios Multimedia",T,8.0
6279,Dead Rising 2: Off the Record,X360,Action,Capcom,0.27,72.0,48.0,7.5,60.0,Capcom Vancouver,M,5.0
6280,WWII Aces,Wii,Simulation,Destineer,0.27,41.0,7.0,5.4,18.0,Arcade Moon,T,8.0
6283,Athens 2004,PS2,Sports,Sony Computer Entertainment,0.27,61.0,57.0,7.2,13.0,Eurocom Entertainment Software,E,12.0
6287,Pro Race Driver,PS2,Racing,Codemasters,0.27,81.0,22.0,8.5,20.0,Codemasters,T,14.0
6290,Baten Kaitos: Eternal Wings and the Lost Ocean,GC,Role-Playing,Nintendo,0.27,80.0,48.0,9,59.0,Monolith Soft,T,13.0
6293,Iron Man 2,X360,Action,Sega,0.27,41.0,35.0,5.9,54.0,Sega Studios San Francisco,T,6.0
6295,Rocky: Legends,PS2,Action,Ubisoft,0.27,65.0,24.0,8.6,12.0,Venom Games,T,12.0
6298,The Warriors,PSP,Action,Take-Two Interactive,0.27,81.0,36.0,7.8,21.0,"Rockstar Toronto, Rockstar Leeds",M,9.0
6304,RalliSport Challenge 2,XB,Racing,Microsoft Game Studios,0.27,87.0,69.0,9.1,33.0,Digital Illusions,E,12.0
6305,Pac-Pix,DS,Puzzle,Namco Bandai Games,0.27,71.0,41.0,7.1,7.0,Namco,E,11.0
6307,F1 Race Stars,X360,Racing,Codemasters,0.27,64.0,33.0,5.7,22.0,Codemasters,E,4.0
6308,Sing Party,WiiU,Misc,Nintendo,0.27,60.0,21.0,5.4,18.0,FreeStyleGames,E10+,4.0
6314,NHL 07,X360,Sports,Electronic Arts,0.27,79.0,49.0,5.3,167.0,EA Sports,E10+,10.0
6315,RollerCoaster Tycoon 3,PC,Strategy,Atari,0.27,81.0,39.0,5,346.0,Frontier Developments,E,12.0
6316,Ty the Tasmanian Tiger,GC,Platform,Electronic Arts,0.27,69.0,12.0,8.7,15.0,Krome Studios,E,14.0
6317,WWE Road to WrestleMania X8,GBA,Fighting,THQ,0.27,73.0,10.0,7.5,6.0,Natsume,E,14.0
6320,Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,Role-Playing,Square Enix,0.27,67.0,21.0,8.4,20.0,Racjin,T,12.0
6321,NASCAR 06: Total Team Control,XB,Racing,Electronic Arts,0.27,79.0,25.0,5.9,7.0,EA Sports,E,11.0
6322,BloodRayne 2,PS2,Shooter,THQ,0.27,70.0,26.0,8.5,21.0,Terminal Reality,M,12.0
6323,Rory McIlroy PGA Tour,XOne,Action,Electronic Arts,0.27,60.0,26.0,4.3,77.0,EA Tiburon,E,1.0
6324,The Club,X360,Shooter,Sega,0.27,76.0,63.0,6.8,43.0,Bizarre Creations,M,8.0
6325,NHL 2002,XB,Sports,Electronic Arts,0.27,89.0,17.0,8.8,5.0,EA Sports,E,15.0
6326,LEGO The Hobbit,XOne,Action,Warner Bros. Interactive Entertainment,0.27,69.0,20.0,6.8,36.0,TT Games,E10+,2.0
6327,Lightning Returns: Final Fantasy XIII,X360,Role-Playing,Square Enix,0.27,69.0,21.0,6.6,222.0,Square Enix,T,3.0
6334,Shadow of Rome,PS2,Action,Capcom,0.27,75.0,52.0,8.3,62.0,Capcom,M,11.0
6338,NASCAR 2011: The Game,PS3,Racing,Activision,0.27,62.0,16.0,3.7,15.0,Eutechnyx,E,5.0
6339,Harry Potter and the Order of the Phoenix,PS2,Action,Electronic Arts,0.27,61.0,17.0,8,28.0,EA Games,E10+,9.0
6340,Transformers: Cybertron Adventures,Wii,Action,Activision,0.27,41.0,15.0,6.5,8.0,Next Level Games,T,6.0
6341,Stuntman: Ignition,PS2,Racing,THQ,0.27,71.0,8.0,6.4,8.0,Paradigm Entertainment,T,9.0
6344,NHL 2K11,Wii,Sports,Take-Two Interactive,0.27,62.0,12.0,5.8,4.0,Visual Concepts,E10+,6.0
6345,Fantastic 4,XB,Action,Activision,0.27,62.0,46.0,6.6,8.0,7 Studios,T,11.0
6349,MotoGP,PS2,Racing,Namco Bandai Games,0.27,77.0,16.0,6,5.0,Namco,E,16.0
6351,Batman: Arkham Origins Blackgate,3DS,Action,Warner Bros. Interactive Entertainment,0.27,68.0,7.0,6.8,38.0,Armature Studio,T,3.0
6353,Shadows of the Damned,PS3,Action,Electronic Arts,0.27,77.0,56.0,8.1,124.0,Grasshopper Manufacture,M,5.0
6354,R.U.S.E.,PC,Strategy,Ubisoft,0.27,76.0,33.0,8.1,176.0,Eugen Systems,T,6.0
6360,NBA Live 2004,GC,Sports,Electronic Arts,0.27,84.0,17.0,9,4.0,EA Sports,E,13.0
6372,Reign of Fire,PS2,Shooter,BAM! Entertainment,0.27,56.0,16.0,7,4.0,Kuju Entertainment,M,14.0
6376,The Sims 2: Pets,GC,Simulation,Electronic Arts,0.27,66.0,15.0,7.3,8.0,Maxis,T,10.0
6378,Ultimate NES Remix,3DS,Action,Unknown,0.27,69.0,16.0,7.6,32.0,Indies Zero,E,2.0
